,instant_x,dteday,season,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday,weathersit,temp,atemp_x,hum,windspeed,casual,registered,cnt,weather_name_x,time_category,instant_y,yr_y,mnth_y,holiday_y,weekday_y,atemp_y,season_name,weather_name_y,mnth_name,demand_category,weekday_name
2116,2117.0,2011-04-03,2,0.0,4.0,1.0,0.0,0.0,0,1,0.3,0.3182,0.61,0.1045,8,26,34,Cerah,Dini Hari,,,,,,,,,,,
2117,2118.0,2011-04-03,2,0.0,4.0,2.0,0.0,0.0,0,1,0.26,0.2727,0.7,0.1343,5,19,24,Cerah,Dini Hari,,,,,,,,,,,
2118,2119.0,2011-04-03,2,0.0,4.0,3.0,0.0,0.0,0,1,0.3,0.3333,0.61,0.0,3,8,11,Cerah,Dini Hari,,,,,,,,,,,
2119,2120.0,2011-04-03,2,0.0,4.0,4.0,0.0,0.0,0,1,0.28,0.303,0.7,0.0896,3,0,3,Cerah,Dini Hari,,,,,,,,,,,
2120,2121.0,2011-04-03,2,0.0,4.0,5.0,0.0,0.0,0,1,0.28,0.2727,0.65,0.2239,1,4,5,Cerah,Dini Hari,,,,,,,,,,,
2121,2122.0,2011-04-03,2,0.0,4.0,6.0,0.0,0.0,0,1,0.28,0.2727,0.65,0.194,10,23,33,Cerah,Dini Hari,,,,,,,,,,,
2122,2123.0,2011-04-03,2,0.0,4.0,7.0,0.0,0.0,0,1,0.32,0.303,0.57,0.2239,13,20,33,Cerah,Pagi,,,,,,,,,,,
2123,2124.0,2011-04-03,2,0.0,4.0,8.0,0.0,0.0,0,1,0.34,0.3333,0.57,0.1642,18,44,62,Cerah,Pagi,,,,,,,,,,,
2124,2125.0,2011-04-03,2,0.0,4.0,9.0,0.0,0.0,0,1,0.36,0.3182,0.5,0.4925,68,74,142,Cerah,Pagi,,,,,,,,,,,
2125,2126.0,2011-04-03,2,0.0,4.0,10.0,0.0,0.0,0,1,0.4,0.4091,0.43,0.4179,111,104,215,Cerah,Pagi,,,,,,,,,,,
2126,2127.0,2011-04-03,2,0.0,4.0,11.0,0.0,0.0,0,1,0.42,0.4242,0.41,0.2537,139,104,243,Cerah,Siang,,,,,,,,,,,
2127,2128.0,2011-04-03,2,0.0,4.0,12.0,0.0,0.0,0,1,0.44,0.4394,0.38,0.2836,166,147,313,Cerah,Siang,,,,,,,,,,,
2128,2129.0,2011-04-03,2,0.0,4.0,13.0,0.0,0.0,0,1,0.44,0.4394,0.33,0.2985,219,148,367,Cerah,Siang,,,,,,,,,,,
2129,2130.0,2011-04-03,2,0.0,4.0,14.0,0.0,0.0,0,1,0.46,0.4545,0.31,0.1343,240,109,349,Cerah,Siang,,,,,,,,,,,
2130,2131.0,2011-04-03,2,0.0,4.0,15.0,0.0,0.0,0,2,0.46,0.4545,0.33,0.0,174,118,292,Berkabut,Siang,,,,,,,,,,,
2131,2132.0,2011-04-03,2,0.0,4.0,16.0,0.0,0.0,0,2,0.46,0.4545,0.31,0.194,147,156,303,Berkabut,Siang,,,,,,,,,,,
2132,2133.0,2011-04-03,2,0.0,4.0,17.0,0.0,0.0,0,2,0.46,0.4545,0.28,0.1343,148,126,274,Berkabut,Sore,,,,,,,,,,,
2133,2134.0,2011-04-03,2,0.0,4.0,18.0,0.0,0.0,0,2,0.46,0.4545,0.31,0.0,71,101,172,Berkabut,Sore,,,,,,,,,,,
2134,2135.0,2011-04-03,2,0.0,4.0,19.0,0.0,0.0,0,2,0.42,0.4242,0.44,0.194,51,93,144,Berkabut,Sore,,,,,,,,,,,
2135,2136.0,2011-04-03,2,0.0,4.0,20.0,0.0,0.0,0,3,0.42,0.4242,0.41,0.2239,24,55,79,Hujan Ringan,Sore,,,,,,,,,,,
2136,2137.0,2011-04-03,2,0.0,4.0,21.0,0.0,0.0,0,2,0.42,0.4242,0.44,0.2239,8,37,45,Berkabut,Malam,,,,,,,,,,,
2137,2138.0,2011-04-03,2,0.0,4.0,22.0,0.0,0.0,0,1,0.4,0.4091,0.43,0.1045,7,29,36,Cerah,Malam,,,,,,,,,,,
2138,2139.0,2011-04-03,2,0.0,4.0,23.0,0.0,0.0,0,1,0.4,0.4091,0.5,0.0896,9,22,31,Cerah,Malam,,,,,,,,,,,
2139,2140.0,2011-04-04,2,0.0,4.0,0.0,0.0,1.0,1,1,0.4,0.4091,0.5,0.2239,1,5,6,Cerah,Dini Hari,,,,,,,,,,,
2140,2141.0,2011-04-04,2,0.0,4.0,1.0,0.0,1.0,1,1,0.4,0.4091,0.56,0.3582,7,4,11,Cerah,Dini Hari,,,,,,,,,,,
2141,2142.0,2011-04-04,2,0.0,4.0,2.0,0.0,1.0,1,1,0.38,0.3939,0.66,0.2537,1,1,2,Cerah,Dini Hari,,,,,,,,,,,
2142,2143.0,2011-04-04,2,0.0,4.0,3.0,0.0,1.0,1,1,0.38,0.3939,0.66,0.2836,1,0,1,Cerah,Dini Hari,,,,,,,,,,,
2143,2144.0,2011-04-04,2,0.0,4.0,4.0,0.0,1.0,1,1,0.38,0.3939,0.71,0.2985,1,1,2,Cerah,Dini Hari,,,,,,,,,,,
2144,2145.0,2011-04-04,2,0.0,4.0,5.0,0.0,1.0,1,1,0.4,0.4091,0.62,0.2537,0,7,7,Cerah,Dini Hari,,,,,,,,,,,
2145,2146.0,2011-04-04,2,0.0,4.0,6.0,0.0,1.0,1,1,0.42,0.4242,0.58,0.2836,3,43,46,Cerah,Dini Hari,,,,,,,,,,,
2146,2147.0,2011-04-04,2,0.0,4.0,7.0,0.0,1.0,1,2,0.44,0.4394,0.54,0.2537,7,150,157,Berkabut,Pagi,,,,,,,,,,,
2147,2148.0,2011-04-04,2,0.0,4.0,8.0,0.0,1.0,1,2,0.46,0.4545,0.55,0.2985,31,308,339,Berkabut,Pagi,,,,,,,,,,,
2148,2149.0,2011-04-04,2,0.0,4.0,9.0,0.0,1.0,1,2,0.5,0.4848,0.51,0.3881,24,134,158,Berkabut,Pagi,,,,,,,,,,,
2149,2150.0,2011-04-04,2,0.0,4.0,10.0,0.0,1.0,1,2,0.54,0.5152,0.45,0.3582,35,55,90,Berkabut,Pagi,,,,,,,,,,,
2150,2151.0,2011-04-04,2,0.0,4.0,11.0,0.0,1.0,1,1,0.6,0.6212,0.4,0.3881,58,66,124,Cerah,Siang,,,,,,,,,,,
2151,2152.0,2011-04-04,2,0.0,4.0,12.0,0.0,1.0,1,1,0.64,0.6212,0.36,0.4627,59,98,157,Cerah,Siang,,,,,,,,,,,
2152,2153.0,2011-04-04,2,0.0,4.0,13.0,0.0,1.0,1,1,0.68,0.6364,0.34,0.3284,47,92,139,Cerah,Siang,,,,,,,,,,,
2153,2154.0,2011-04-04,2,0.0,4.0,14.0,0.0,1.0,1,2,0.74,0.6515,0.27,0.4925,47,76,123,Berkabut,Siang,,,,,,,,,,,
2154,2155.0,2011-04-04,2,0.0,4.0,15.0,0.0,1.0,1,1,0.76,0.6667,0.23,0.5522,47,96,143,Cerah,Siang,,,,,,,,,,,
2155,2156.0,2011-04-04,2,0.0,4.0,16.0,0.0,1.0,1,1,0.76,0.6515,0.22,0.5224,59,130,189,Cerah,Siang,,,,,,,,,,,
2156,2157.0,2011-04-04,2,0.0,4.0,17.0,0.0,1.0,1,1,0.74,0.6515,0.23,0.6119,83,283,366,Cerah,Sore,,,,,,,,,,,
2157,2158.0,2011-04-04,2,0.0,4.0,18.0,0.0,1.0,1,2,0.72,0.6364,0.23,0.4925,78,308,386,Berkabut,Sore,,,,,,,,,,,
2158,2159.0,2011-04-04,2,0.0,4.0,19.0,0.0,1.0,1,1,0.7,0.6364,0.24,0.4627,51,227,278,Cerah,Sore,,,,,,,,,,,
2159,2160.0,2011-04-04,2,0.0,4.0,20.0,0.0,1.0,1,2,0.7,0.6364,0.24,0.5522,40,133,173,Berkabut,Sore,,,,,,,,,,,
2160,2161.0,2011-04-04,2,0.0,4.0,21.0,0.0,1.0,1,2,0.7,0.6364,0.3,0.4478,19,76,95,Berkabut,Malam,,,,,,,,,,,
2161,2162.0,2011-04-04,2,0.0,4.0,22.0,0.0,1.0,1,2,0.68,0.6364,0.36,0.4627,17,58,75,Berkabut,Malam,,,,,,,,,,,
2162,2163.0,2011-04-04,2,0.0,4.0,23.0,0.0,1.0,1,2,0.64,0.6212,0.47,0.2239,18,30,48,Berkabut,Malam,,,,,,,,,,,
2163,2164.0,2011-04-05,2,0.0,4.0,0.0,0.0,2.0,1,1,0.62,0.6212,0.5,0.1045,10,12,22,Cerah,Dini Hari,,,,,,,,,,,
2164,2165.0,2011-04-05,2,0.0,4.0,1.0,0.0,2.0,1,3,0.62,0.6212,0.57,0.4179,10,5,15,Hujan Ringan,Dini Hari,,,,,,,,,,,
2165,2166.0,2011-04-05,2,0.0,4.0,2.0,0.0,2.0,1,2,0.54,0.5152,0.73,0.3284,0,5,5,Berkabut,Dini Hari,,,,,,,,,,,
2166,2167.0,2011-04-05,2,0.0,4.0,3.0,0.0,2.0,1,2,0.54,0.5152,0.73,0.3284,1,3,4,Berkabut,Dini Hari,,,,,,,,,,,
2167,2168.0,2011-04-05,2,0.0,4.0,4.0,0.0,2.0,1,3,0.5,0.4848,0.88,0.4925,0,2,2,Hujan Ringan,Dini Hari,,,,,,,,,,,
2168,2169.0,2011-04-05,2,0.0,4.0,5.0,0.0,2.0,1,3,0.46,0.4545,0.94,0.2985,0,5,5,Hujan Ringan,Dini Hari,,,,,,,,,,,
2169,2170.0,2011-04-05,2,0.0,4.0,6.0,0.0,2.0,1,2,0.48,0.4697,0.88,0.3284,2,36,38,Berkabut,Dini Hari,,,,,,,,,,,
2170,2171.0,2011-04-05,2,0.0,4.0,7.0,0.0,2.0,1,2,0.48,0.4697,0.88,0.3284,10,124,134,Berkabut,Pagi,,,,,,,,,,,
2171,2172.0,2011-04-05,2,0.0,4.0,8.0,0.0,2.0,1,3,0.38,0.3939,0.87,0.5821,9,148,157,Hujan Ringan,Pagi,,,,,,,,,,,
2172,2173.0,2011-04-05,2,0.0,4.0,9.0,0.0,2.0,1,3,0.36,0.3182,0.87,0.4925,2,44,46,Hujan Ringan,Pagi,,,,,,,,,,,
2173,2174.0,2011-04-05,2,0.0,4.0,10.0,0.0,2.0,1,3,0.34,0.303,0.81,0.3881,3,25,28,Hujan Ringan,Pagi,,,,,,,,,,,
2174,2175.0,2011-04-05,2,0.0,4.0,11.0,0.0,2.0,1,3,0.32,0.2879,0.81,0.4478,1,18,19,Hujan Ringan,Siang,,,,,,,,,,,
2175,2176.0,2011-04-05,2,0.0,4.0,12.0,0.0,2.0,1,2,0.34,0.303,0.71,0.3881,6,32,38,Berkabut,Siang,,,,,,,,,,,
2176,2177.0,2011-04-05,2,0.0,4.0,13.0,0.0,2.0,1,2,0.36,0.3333,0.63,0.4179,5,51,56,Berkabut,Siang,,,,,,,,,,,
2177,2178.0,2011-04-05,2,0.0,4.0,14.0,0.0,2.0,1,2,0.36,0.3182,0.57,0.4925,9,67,76,Berkabut,Siang,,,,,,,,,,,
2178,2179.0,2011-04-05,2,0.0,4.0,15.0,0.0,2.0,1,1,0.4,0.4091,0.46,0.4627,6,62,68,Cerah,Siang,,,,,,,,,,,
2179,2180.0,2011-04-05,2,0.0,4.0,16.0,0.0,2.0,1,1,0.38,0.3939,0.46,0.4179,17,113,130,Cerah,Siang,,,,,,,,,,,
2180,2181.0,2011-04-05,2,0.0,4.0,17.0,0.0,2.0,1,1,0.42,0.4242,0.38,0.4179,27,246,273,Cerah,Sore,,,,,,,,,,,
2181,2182.0,2011-04-05,2,0.0,4.0,18.0,0.0,2.0,1,1,0.38,0.3939,0.4,0.4925,19,248,267,Cerah,Sore,,,,,,,,,,,
2182,2183.0,2011-04-05,2,0.0,4.0,19.0,0.0,2.0,1,1,0.36,0.3333,0.43,0.2985,12,148,160,Cerah,Sore,,,,,,,,,,,
2183,2184.0,2011-04-05,2,0.0,4.0,20.0,0.0,2.0,1,1,0.34,0.3182,0.46,0.2836,4,87,91,Cerah,Sore,,,,,,,,,,,
2184,2185.0,2011-04-05,2,0.0,4.0,21.0,0.0,2.0,1,1,0.34,0.2879,0.46,0.5224,8,81,89,Cerah,Malam,,,,,,,,,,,
2185,2186.0,2011-04-05,2,0.0,4.0,22.0,0.0,2.0,1,1,0.32,0.303,0.49,0.2985,3,43,46,Cerah,Malam,,,,,,,,,,,
2186,2187.0,2011-04-05,2,0.0,4.0,23.0,0.0,2.0,1,1,0.3,0.2879,0.49,0.2836,3,23,26,Cerah,Malam,,,,,,,,,,,
2187,2188.0,2011-04-06,2,0.0,4.0,0.0,0.0,3.0,1,1,0.3,0.3182,0.49,0.1045,0,15,15,Cerah,Dini Hari,,,,,,,,,,,
2188,2189.0,2011-04-06,2,0.0,4.0,1.0,0.0,3.0,1,1,0.26,0.2727,0.6,0.1343,0,2,2,Cerah,Dini Hari,,,,,,,,,,,
2189,2190.0,2011-04-06,2,0.0,4.0,2.0,0.0,3.0,1,1,0.24,0.2424,0.7,0.1343,0,5,5,Cerah,Dini Hari,,,,,,,,,,,
2190,2191.0,2011-04-06,2,0.0,4.0,3.0,0.0,3.0,1,1,0.26,0.2727,0.6,0.1343,0,4,4,Cerah,Dini Hari,,,,,,,,,,,
2191,2192.0,2011-04-06,2,0.0,4.0,4.0,0.0,3.0,1,1,0.24,0.2424,0.65,0.1343,0,1,1,Cerah,Dini Hari,,,,,,,,,,,
2192,2193.0,2011-04-06,2,0.0,4.0,5.0,0.0,3.0,1,1,0.24,0.2576,0.7,0.1045,1,12,13,Cerah,Dini Hari,,,,,,,,,,,
2193,2194.0,2011-04-06,2,0.0,4.0,6.0,0.0,3.0,1,1,0.24,0.2576,0.7,0.1045,4,52,56,Cerah,Dini Hari,,,,,,,,,,,
2194,2195.0,2011-04-06,2,0.0,4.0,7.0,0.0,3.0,1,1,0.26,0.2727,0.65,0.1045,3,130,133,Cerah,Pagi,,,,,,,,,,,
2195,2196.0,2011-04-06,2,0.0,4.0,8.0,0.0,3.0,1,1,0.32,0.303,0.61,0.2239,17,308,325,Cerah,Pagi,,,,,,,,,,,
2196,2197.0,2011-04-06,2,0.0,4.0,9.0,0.0,3.0,1,1,0.36,0.3333,0.46,0.2537,8,157,165,Cerah,Pagi,,,,,,,,,,,
2197,2198.0,2011-04-06,2,0.0,4.0,10.0,0.0,3.0,1,1,0.4,0.4091,0.37,0.3881,21,48,69,Cerah,Pagi,,,,,,,,,,,
2198,2199.0,2011-04-06,2,0.0,4.0,11.0,0.0,3.0,1,1,0.42,0.4242,0.38,0.3881,23,70,93,Cerah,Siang,,,,,,,,,,,
2199,2200.0,2011-04-06,2,0.0,4.0,12.0,0.0,3.0,1,1,0.44,0.4394,0.41,0.2537,22,112,134,Cerah,Siang,,,,,,,,,,,
2200,2201.0,2011-04-06,2,0.0,4.0,13.0,0.0,3.0,1,1,0.46,0.4545,0.38,0.4925,29,83,112,Cerah,Siang,,,,,,,,,,,
2201,2202.0,2011-04-06,2,0.0,4.0,14.0,0.0,3.0,1,1,0.5,0.4848,0.34,0.4179,35,80,115,Cerah,Siang,,,,,,,,,,,
2202,2203.0,2011-04-06,2,0.0,4.0,15.0,0.0,3.0,1,1,0.52,0.5,0.32,0.3284,34,83,117,Cerah,Siang,,,,,,,,,,,
2203,2204.0,2011-04-06,2,0.0,4.0,16.0,0.0,3.0,1,1,0.54,0.5152,0.28,0.4179,27,142,169,Cerah,Siang,,,,,,,,,,,
2204,2205.0,2011-04-06,2,0.0,4.0,17.0,0.0,3.0,1,1,0.52,0.5,0.32,0.4478,53,303,356,Cerah,Sore,,,,,,,,,,,
2205,2206.0,2011-04-06,2,0.0,4.0,18.0,0.0,3.0,1,1,0.52,0.5,0.29,0.3582,43,282,325,Cerah,Sore,,,,,,,,,,,
2206,2207.0,2011-04-06,2,0.0,4.0,19.0,0.0,3.0,1,1,0.5,0.4848,0.31,0.2985,36,196,232,Cerah,Sore,,,,,,,,,,,
2207,2208.0,2011-04-06,2,0.0,4.0,20.0,0.0,3.0,1,1,0.46,0.4545,0.51,0.2239,15,126,141,Cerah,Sore,,,,,,,,,,,
2208,2209.0,2011-04-06,2,0.0,4.0,21.0,0.0,3.0,1,1,0.46,0.4545,0.41,0.2836,18,84,102,Cerah,Malam,,,,,,,,,,,
2209,2210.0,2011-04-06,2,0.0,4.0,22.0,0.0,3.0,1,1,0.46,0.4545,0.41,0.2836,13,71,84,Cerah,Malam,,,,,,,,,,,
2210,2211.0,2011-04-06,2,0.0,4.0,23.0,0.0,3.0,1,1,0.46,0.4545,0.41,0.2985,11,29,40,Cerah,Malam,,,,,,,,,,,
2211,2212.0,2011-04-07,2,0.0,4.0,0.0,0.0,4.0,1,1,0.46,0.4545,0.41,0.2836,5,15,20,Cerah,Dini Hari,,,,,,,,,,,
2212,2213.0,2011-04-07,2,0.0,4.0,1.0,0.0,4.0,1,1,0.42,0.4242,0.47,0.1343,2,11,13,Cerah,Dini Hari,,,,,,,,,,,
2213,2214.0,2011-04-07,2,0.0,4.0,2.0,0.0,4.0,1,1,0.42,0.4242,0.54,0.0,0,7,7,Cerah,Dini Hari,,,,,,,,,,,
2214,2215.0,2011-04-07,2,0.0,4.0,3.0,0.0,4.0,1,1,0.36,0.3485,0.66,0.194,0,3,3,Cerah,Dini Hari,,,,,,,,,,,
2215,2216.0,2011-04-07,2,0.0,4.0,4.0,0.0,4.0,1,1,0.34,0.3333,0.76,0.194,0,1,1,Cerah,Dini Hari,,,,,,,,,,,
2216,2217.0,2011-04-07,2,0.0,4.0,5.0,0.0,4.0,1,1,0.34,0.3182,0.76,0.2239,0,6,6,Cerah,Dini Hari,,,,,,,,,,,
2217,2218.0,2011-04-07,2,0.0,4.0,6.0,0.0,4.0,1,1,0.32,0.303,0.81,0.2537,5,59,64,Cerah,Dini Hari,,,,,,,,,,,
2218,2219.0,2011-04-07,2,0.0,4.0,7.0,0.0,4.0,1,2,0.34,0.3333,0.76,0.1642,8,152,160,Berkabut,Pagi,,,,,,,,,,,
2219,2220.0,2011-04-07,2,0.0,4.0,8.0,0.0,4.0,1,1,0.36,0.3485,0.76,0.194,23,291,314,Cerah,Pagi,,,,,,,,,,,
2220,2221.0,2011-04-07,2,0.0,4.0,9.0,0.0,4.0,1,2,0.4,0.4091,0.66,0.1343,15,155,170,Berkabut,Pagi,,,,,,,,,,,
2221,2222.0,2011-04-07,2,0.0,4.0,10.0,0.0,4.0,1,2,0.42,0.4242,0.67,0.1045,29,66,95,Berkabut,Pagi,,,,,,,,,,,
2222,2223.0,2011-04-07,2,0.0,4.0,11.0,0.0,4.0,1,2,0.46,0.4545,0.55,0.0,36,86,122,Berkabut,Siang,,,,,,,,,,,
2223,2224.0,2011-04-07,2,0.0,4.0,12.0,0.0,4.0,1,2,0.46,0.4545,0.55,0.0,39,114,153,Berkabut,Siang,,,,,,,,,,,
2224,2225.0,2011-04-07,2,0.0,4.0,13.0,0.0,4.0,1,2,0.52,0.5,0.48,0.0896,36,99,135,Berkabut,Siang,,,,,,,,,,,
2225,2226.0,2011-04-07,2,0.0,4.0,14.0,0.0,4.0,1,1,0.56,0.5303,0.43,0.0896,46,111,157,Cerah,Siang,,,,,,,,,,,
2226,2227.0,2011-04-07,2,0.0,4.0,15.0,0.0,4.0,1,1,0.6,0.6212,0.38,0.1045,27,133,160,Cerah,Siang,,,,,,,,,,,
2227,2228.0,2011-04-07,2,0.0,4.0,16.0,0.0,4.0,1,1,0.6,0.6212,0.35,0.0,52,161,213,Cerah,Siang,,,,,,,,,,,
2228,2229.0,2011-04-07,2,0.0,4.0,17.0,0.0,4.0,1,1,0.52,0.5,0.52,0.2836,63,280,343,Cerah,Sore,,,,,,,,,,,
2229,2230.0,2011-04-07,2,0.0,4.0,18.0,0.0,4.0,1,1,0.48,0.4697,0.55,0.2537,68,265,333,Cerah,Sore,,,,,,,,,,,
2230,2231.0,2011-04-07,2,0.0,4.0,19.0,0.0,4.0,1,1,0.46,0.4545,0.59,0.2985,34,192,226,Cerah,Sore,,,,,,,,,,,
2231,2232.0,2011-04-07,2,0.0,4.0,20.0,0.0,4.0,1,1,0.44,0.4394,0.62,0.1642,37,166,203,Cerah,Sore,,,,,,,,,,,
2232,2233.0,2011-04-07,2,0.0,4.0,21.0,0.0,4.0,1,2,0.44,0.4394,0.67,0.2836,19,89,108,Berkabut,Malam,,,,,,,,,,,
2233,2234.0,2011-04-07,2,0.0,4.0,22.0,0.0,4.0,1,2,0.4,0.4091,0.76,0.194,18,63,81,Berkabut,Malam,,,,,,,,,,,
2234,2235.0,2011-04-07,2,0.0,4.0,23.0,0.0,4.0,1,1,0.38,0.3939,0.76,0.2537,9,45,54,Cerah,Malam,,,,,,,,,,,
2235,2236.0,2011-04-08,2,0.0,4.0,0.0,0.0,5.0,1,2,0.36,0.3485,0.76,0.2239,4,21,25,Berkabut,Dini Hari,,,,,,,,,,,
2236,2237.0,2011-04-08,2,0.0,4.0,1.0,0.0,5.0,1,2,0.34,0.3333,0.76,0.1343,3,6,9,Berkabut,Dini Hari,,,,,,,,,,,
2237,2238.0,2011-04-08,2,0.0,4.0,2.0,0.0,5.0,1,3,0.34,0.3333,0.76,0.1642,3,10,13,Hujan Ringan,Dini Hari,,,,,,,,,,,
2238,2239.0,2011-04-08,2,0.0,4.0,3.0,0.0,5.0,1,3,0.34,0.3333,0.76,0.1642,0,1,1,Hujan Ringan,Dini Hari,,,,,,,,,,,
2239,2240.0,2011-04-08,2,0.0,4.0,4.0,0.0,5.0,1,2,0.34,0.3333,0.86,0.1343,0,1,1,Berkabut,Dini Hari,,,,,,,,,,,
2240,2241.0,2011-04-08,2,0.0,4.0,5.0,0.0,5.0,1,2,0.32,0.3182,0.87,0.194,1,8,9,Berkabut,Dini Hari,,,,,,,,,,,
2241,2242.0,2011-04-08,2,0.0,4.0,6.0,0.0,5.0,1,2,0.34,0.3636,0.87,0.0,2,33,35,Berkabut,Dini Hari,,,,,,,,,,,
2242,2243.0,2011-04-08,2,0.0,4.0,7.0,0.0,5.0,1,3,0.34,0.3333,0.87,0.1642,4,109,113,Hujan Ringan,Pagi,,,,,,,,,,,
2243,2244.0,2011-04-08,2,0.0,4.0,8.0,0.0,5.0,1,3,0.34,0.3333,0.87,0.1642,13,208,221,Hujan Ringan,Pagi,,,,,,,,,,,
2244,2245.0,2011-04-08,2,0.0,4.0,9.0,0.0,5.0,1,2,0.36,0.3485,0.76,0.194,17,168,185,Berkabut,Pagi,,,,,,,,,,,
2245,2246.0,2011-04-08,2,0.0,4.0,10.0,0.0,5.0,1,2,0.36,0.3333,0.71,0.2836,10,63,73,Berkabut,Pagi,,,,,,,,,,,
2246,2247.0,2011-04-08,2,0.0,4.0,11.0,0.0,5.0,1,2,0.4,0.4091,0.62,0.3881,19,79,98,Berkabut,Siang,,,,,,,,,,,
2247,2248.0,2011-04-08,2,0.0,4.0,12.0,0.0,5.0,1,3,0.38,0.3939,0.66,0.2239,29,51,80,Hujan Ringan,Siang,,,,,,,,,,,
2248,2249.0,2011-04-08,2,0.0,4.0,13.0,0.0,5.0,1,3,0.36,0.3333,0.76,0.2836,7,35,42,Hujan Ringan,Siang,,,,,,,,,,,
2249,2250.0,2011-04-08,2,0.0,4.0,14.0,0.0,5.0,1,3,0.34,0.3182,0.87,0.2239,2,13,15,Hujan Ringan,Siang,,,,,,,,,,,
2250,2251.0,2011-04-08,2,0.0,4.0,15.0,0.0,5.0,1,3,0.34,0.3182,0.87,0.2239,1,24,25,Hujan Ringan,Siang,,,,,,,,,,,
2251,2252.0,2011-04-08,2,0.0,4.0,16.0,0.0,5.0,1,2,0.32,0.303,0.93,0.2537,2,58,60,Berkabut,Siang,,,,,,,,,,,
2252,2253.0,2011-04-08,2,0.0,4.0,17.0,0.0,5.0,1,3,0.32,0.303,0.93,0.2537,10,138,148,Hujan Ringan,Sore,,,,,,,,,,,
2253,2254.0,2011-04-08,2,0.0,4.0,18.0,0.0,5.0,1,3,0.32,0.303,0.93,0.2537,8,54,62,Hujan Ringan,Sore,,,,,,,,,,,
2254,2255.0,2011-04-08,2,0.0,4.0,19.0,0.0,5.0,1,3,0.3,0.2727,0.93,0.4179,1,52,53,Hujan Ringan,Sore,,,,,,,,,,,
2255,2256.0,2011-04-08,2,0.0,4.0,20.0,0.0,5.0,1,2,0.3,0.2727,0.93,0.3284,12,51,63,Berkabut,Sore,,,,,,,,,,,
2256,2257.0,2011-04-08,2,0.0,4.0,21.0,0.0,5.0,1,2,0.3,0.2879,0.93,0.2537,11,43,54,Berkabut,Malam,,,,,,,,,,,
2257,2258.0,2011-04-08,2,0.0,4.0,22.0,0.0,5.0,1,2,0.3,0.2727,0.93,0.2985,9,42,51,Berkabut,Malam,,,,,,,,,,,
2258,2259.0,2011-04-08,2,0.0,4.0,23.0,0.0,5.0,1,2,0.3,0.2879,0.93,0.2239,4,31,35,Berkabut,Malam,,,,,,,,,,,
2259,2260.0,2011-04-09,2,0.0,4.0,0.0,0.0,6.0,0,2,0.3,0.2879,0.87,0.2239,5,26,31,Berkabut,Dini Hari,,,,,,,,,,,
2260,2261.0,2011-04-09,2,0.0,4.0,1.0,0.0,6.0,0,2,0.3,0.303,0.87,0.1343,3,17,20,Berkabut,Dini Hari,,,,,,,,,,,
2261,2262.0,2011-04-09,2,0.0,4.0,2.0,0.0,6.0,0,2,0.32,0.303,0.87,0.2239,2,15,17,Berkabut,Dini Hari,,,,,,,,,,,
2262,2263.0,2011-04-09,2,0.0,4.0,3.0,0.0,6.0,0,3,0.3,0.2879,1.0,0.2537,3,11,14,Hujan Ringan,Dini Hari,,,,,,,,,,,
2263,2264.0,2011-04-09,2,0.0,4.0,4.0,0.0,6.0,0,3,0.3,0.2727,1.0,0.2537,0,3,3,Hujan Ringan,Dini Hari,,,,,,,,,,,
2264,2265.0,2011-04-09,2,0.0,4.0,5.0,0.0,6.0,0,2,0.3,0.2879,0.93,0.2239,0,5,5,Berkabut,Dini Hari,,,,,,,,,,,
2265,2266.0,2011-04-09,2,0.0,4.0,6.0,0.0,6.0,0,2,0.3,0.2879,0.93,0.194,0,13,13,Berkabut,Dini Hari,,,,,,,,,,,
2266,2267.0,2011-04-09,2,0.0,4.0,7.0,0.0,6.0,0,2,0.3,0.303,0.93,0.1642,8,13,21,Berkabut,Pagi,,,,,,,,,,,
2267,2268.0,2011-04-09,2,0.0,4.0,8.0,0.0,6.0,0,2,0.32,0.303,0.93,0.1642,7,47,54,Berkabut,Pagi,,,,,,,,,,,
2268,2269.0,2011-04-09,2,0.0,4.0,9.0,0.0,6.0,0,2,0.34,0.3485,0.87,0.1045,27,71,98,Berkabut,Pagi,,,,,,,,,,,
2269,2270.0,2011-04-09,2,0.0,4.0,10.0,0.0,6.0,0,2,0.34,0.3333,0.87,0.1343,43,90,133,Berkabut,Pagi,,,,,,,,,,,
2270,2271.0,2011-04-09,2,0.0,4.0,11.0,0.0,6.0,0,2,0.36,0.3636,0.81,0.0,51,91,142,Berkabut,Siang,,,,,,,,,,,
2271,2272.0,2011-04-09,2,0.0,4.0,12.0,0.0,6.0,0,2,0.36,0.3485,0.81,0.1343,79,123,202,Berkabut,Siang,,,,,,,,,,,
2272,2273.0,2011-04-09,2,0.0,4.0,13.0,0.0,6.0,0,2,0.36,0.3788,0.81,0.0,114,108,222,Berkabut,Siang,,,,,,,,,,,
2273,2274.0,2011-04-09,2,0.0,4.0,14.0,0.0,6.0,0,2,0.36,0.3485,0.81,0.1343,94,118,212,Berkabut,Siang,,,,,,,,,,,
2274,2275.0,2011-04-09,2,0.0,4.0,15.0,0.0,6.0,0,2,0.36,0.3788,0.87,0.0,85,116,201,Berkabut,Siang,,,,,,,,,,,
